g,z,tech,fuel,Status,StYr,RetrYr,Life,Capacity,UnitSize,BuildLimitperYear,DescreteCap,HeatRate,Capex,FOMperMW,VOM,ReserveCost,MinLimitShare,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,MinGenCommitment,HoursOn,HoursOff,minUT,minDT,StUpCost,InitialOn,fuel2,HeatRate2,Unnamed: 31,MaxTotalBuild,MinUtilization,RETech
GERD_4_HEP,Ethiopia,ReservoirHydro,Water,2,2027,2077,50.0,1600.0,0.0,1700.0,0.0,0.0,0.76,18000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4,,,,,,,,,0.0,,1700.0,0.0,0.0
GERD_5_HEP,Ethiopia,ReservoirHydro,Water,2,2028,2078,50.0,800.0,0.0,1000.0,0.0,0.0,0.76,18000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4,,,,,,,,,0.0,,1000.0,0.0,0.0
Humera,Ethiopia,PV,Solar,3,2026,2049,25.0,100.0,0.0,100.0,0.0,0.0,0.8,21000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,0.0,,100.0,0.0,1.0
HumeraSS4_WeransoMekeleSS3_Wolenchiti,Ethiopia,PV,Solar,3,2026,2049,25.0,100.0,0.0,100.0,0.0,0.0,0.8,21000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,0.0,,100.0,0.0,1.0
Koysha_(Gibe_IV),Ethiopia,ReservoirHydro,Water,2,2026,2076,50.0,2160.0,0.0,2160.0,0.0,0.0,1.28,18000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4,,,,,,,,,0.0,,2160.0,0.0,0.0
Mekele,Ethiopia,OnshoreWind,Wind,3,2025,2055,30.0,100.0,0.0,100.0,0.0,0.0,0.8,21000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,0.0,,100.0,0.0,1.0
Replacement_Diesel,Ethiopia,ICE,Diesel,3,2030,2060,30.0,82.0,0.0,82.0,0.0,8.2,1.6,60000.0,6.0,0.0,0.0,1.0,1.0,0.0,0.2,,,,,,,,,0.0,,82.0,0.0,0.0
Replacement_Koka_HEP,Ethiopia,ReservoirHydro,Water,2,2035,2085,50.0,43.0,0.0,42.9,0.0,0.0,1.97,18000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4,,,,,,,,,0.0,,42.9,0.0,0.0
Tulu_Moye_I,Ethiopia,Geothermal,Geothermal,2,2026,2054,30.0,50.0,0.0,50.0,0.0,0.0,3.33,88400.0,0.05,0.0,0.0,1.0,1.0,0.0,0.05,,,,,,,,,0.0,,50.0,0.0,0.0
Tulu_Moye_II,Ethiopia,Geothermal,Geothermal,2,2028,2056,30.0,100.0,0.0,100.0,0.0,0.0,3.33,88400.0,0.05,0.0,0.0,1.0,1.0,0.0,0.05,,,,,,,,,0.0,,100.0,0.0,0.0
Tulumoya_Abaya,Ethiopia,Geothermal,Geothermal,3,2027,2054,30.0,150.0,0.0,150.0,0.0,0.0,3.33,88400.0,0.05,0.0,0.0,1.0,1.0,0.0,0.05,,,,,,,,,0.0,,150.0,0.0,0.0
Weranso_solar,Ethiopia,PV,Solar,3,2026,2049,25.0,125.0,0.0,125.0,0.0,0.0,0.8,21000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,0.0,,125.0,0.0,1.0
Wolenchiti,Ethiopia,PV,Solar,3,2026,2049,25.0,125.0,0.0,125.0,0.0,0.0,0.8,21000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,0.0,,125.0,0.0,1.0
YedaI,Ethiopia,ReservoirHydro,Water,3,2028,2078,50.0,162.0,0.0,162.0,0.0,0.0,2.26,18000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4,,,,,,,,,0.0,,162.0,0.0,0.0
YedaII_(linked_with_YedaI),Ethiopia,ROR,Water,3,2028,2078,50.0,118.0,0.0,118.0,0.0,0.0,1.48,18000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4,,,,,,,,,0.0,,118.0,0.0,0.0
Tis_Abey_ll,Ethiopia,ReservoirHydro,Water,1,2001,2051,50.0,72.0,0.0,0.0,0.0,0.0,0.0,18000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4,,,,,,,,,0.0,,0.0,0.0,0.0
Adama_I,Ethiopia,OnshoreWind,Wind,1,2015,2045,30.0,51.0,0.0,0.0,0.0,0.0,0.0,46000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,1.0
Koka_HEP,Ethiopia,ReservoirHydro,Water,1,1960,2026,50.0,43.0,0.0,0.0,0.0,0.0,0.0,18000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4,,,,,,,,,0.0,,0.0,0.0,0.0
Dire_Dawa,Ethiopia,ICE,Diesel,1,2004,2034,30.0,38.0,0.0,0.0,0.0,9.47,0.0,60000.0,6.0,0.0,0.0,1.0,1.0,0.0,0.2,,,,,,,,,0.0,,0.0,0.0,0.0
Awash_II,Ethiopia,ROR,Water,1,1966,2026,50.0,32.0,0.0,0.0,0.0,0.0,0.0,18000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4,,,,,,,,,0.0,,0.0,0.0,0.0
Awash_III,Ethiopia,ROR,Water,1,1971,2026,50.0,32.0,0.0,0.0,0.0,0.0,0.0,18000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4,,,,,,,,,0.0,,0.0,0.0,0.0
Awash7,Ethiopia,ICE,Diesel,1,2004,2034,30.0,30.0,0.0,0.0,0.0,10.29,0.0,60000.0,6.0,0.0,0.0,1.0,1.0,0.0,0.2,,,,,,,,,0.0,,0.0,0.0,0.0
Addis_Ababa_EFW,Ethiopia,BiomassPlant,Biomass,1,2019,2049,30.0,25.0,0.0,25.0,0.0,9.96,4.8,50000.0,3.74,0.0,0.0,1.0,1.0,0.0,0.05,,,,,,,,,0.0,,25.0,0.0,0.0
Kality,Ethiopia,ICE,Diesel,1,2004,2034,30.0,14.0,0.0,0.0,0.0,10.29,0.0,60000.0,6.0,0.0,0.0,1.0,1.0,0.0,0.2,,,,,,,,,0.0,,0.0,0.0,0.0
Aba_Samuel,Ethiopia,ROR,Water,1,2016,2066,50.0,6.0,0.0,0.0,0.0,0.0,0.0,18000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4,,,,,,,,,0.0,,0.0,0.0,0.0
Sor_1_HEP,Ethiopia,ReservoirHydro,Water,1,2014,2064,50.0,5.0,0.0,0.0,0.0,0.0,0.0,18000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4,,,,,,,,,0.0,,0.0,0.0,0.0
BMST_GENC_ETH,Ethiopia,BiomassPlant,Biomass,3,2028,2057,,3981.0,0.0,79.62,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0
NGCC_GENC_ETH,Ethiopia,CCGT,Gas,3,2028,2058,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
COSC_GENC_ETH,Ethiopia,ST,Coal,3,2029,2059,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
GOCV_GENC_ETH,Ethiopia,Geothermal,Geothermal,3,2027,2057,,1000.0,0.0,1000.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0
NGSC_GENC_ETH,Ethiopia,OCGT,Gas,3,2027,2057,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
DSRC_GENC_ETH,Ethiopia,ICE,Diesel,3,2027,2057,,10000.0,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,
HFRC_GENC_ETH,Ethiopia,ICE,HFO,3,2027,2057,,10000.0,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,
SOPC_GENC_ETH,Ethiopia,PV,Solar,3,2028,2052,,6000.0,0.0,1000.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,1.0
HYRO_GENC_ETH,Ethiopia,ROR,Water,3,2027,2077,,11.0,0.0,1000.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0
HYDM_GENC_ETH,Ethiopia,ReservoirHydro,Water,3,2031,2081,,11213.0,0.0,1000.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0
Batt_GENC_ETH,Ethiopia,Storage,Battery,3,2027,2047,,10000.0,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,
WDLC_GENC_ETH,Ethiopia,OnshoreWind,Wind,3,2028,2057,,5929.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,
GERD_3a_HEP,Ethiopia,ReservoirHydro,Water,1,2024,2074,50.0,400.0,0.0,1700.0,0.0,0.0,0.76,18000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4,,,,,,,,,0.0,,1700.0,0.05,0.0
Lake_Turkana_Wind_Power,Kenya,OnshoreWind,Wind,1,2019,2045,30.0,300.0,0.0,0.0,0.0,0.0,1.9,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,1.0
Gitaru,Kenya,ROR,Water,1,1978,2051,50.0,216.0,0.0,0.0,0.0,0.0,0.34,27400.0,0.5,0.0,0.0,1.0,1.0,0.0,0.35,,,,,,,,,0.0,,0.0,0.0,0.0
Kiambere,Kenya,ROR,Water,1,1988,2045,50.0,164.0,0.0,0.0,0.0,0.0,3.43,27400.0,0.5,0.0,0.0,1.0,1.0,0.0,0.35,,,,,,,,,0.0,,0.0,0.05,0.0
Olkaria_V_,Kenya,Geothermal,Geothermal,1,2022,2052,30.0,158.0,0.0,0.0,0.0,0.0,,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,0.0,0.0,0.0
Olkaria_I_units_4_&_5,Kenya,Geothermal,Geothermal,1,2015,2045,30.0,140.0,0.0,0.0,0.0,0.0,,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,0.0,0.05,0.0
Olkaria_IV,Kenya,Geothermal,Geothermal,1,2014,2044,30.0,140.0,0.0,0.0,0.0,0.0,,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,0.0,0.05,0.0
Iberafrica_I_&II,Kenya,ICE,HFO,1,1997,2030,30.0,127.0,0.0,0.0,0.0,9.32,1.6,31500.0,8.8,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,0.0,0.0,0.0
Kipevu_III_Diesel,Kenya,ICE,HFO,1,2011,2045,30.0,115.0,0.0,0.0,0.0,8.68,1.42,31500.0,8.8,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,0.0,0.0,0.0
Turkwel,Kenya,ROR,Water,1,1991,2045,50.0,105.0,0.0,0.0,0.0,0.0,3.43,27400.0,0.5,0.0,0.0,1.0,1.0,0.0,0.35,,,,,,,,,0.0,,0.0,0.0,0.0
Olkaria_II,Kenya,Geothermal,Geothermal,1,2003,2033,30.0,101.0,0.0,0.0,0.0,0.0,,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,0.0,0.05,0.0
Kipeto_Wind_-_I,Kenya,OnshoreWind,Wind,1,2021,2056,30.0,100.0,0.0,0.0,0.0,0.0,1.9,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,1.0
Olkaria_Mobile_Wellheads___Eburru,Kenya,Geothermal,Geothermal,1,2016,2046,30.0,91.0,0.0,0.0,0.0,0.0,,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,0.0,0.0,0.0
Rabai_Power,Kenya,ICE,HFO,1,2009,2045,30.0,90.0,0.0,0.0,0.0,8.16,1.8,31500.0,8.8,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,0.0,0.0,0.0
Kamburu,Kenya,ROR,Water,1,1974,2040,50.0,90.0,0.0,0.0,0.0,0.0,3.43,27400.0,0.5,0.0,0.0,1.0,1.0,0.0,0.35,,,,,,,,,0.0,,0.0,0.6,0.0
Thika_Power,Kenya,ICE,HFO,1,2013,2045,30.0,87.0,0.0,0.0,0.0,8.24,1.8,31500.0,8.8,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,0.0,0.0,0.0
Triumph_Diesel,Kenya,ICE,HFO,1,2015,2045,30.0,83.0,0.0,0.0,0.0,8.32,1.8,30000.0,8.8,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,0.0,0.0,0.0
Gulf_Energy_,Kenya,ICE,HFO,1,2014,2044,30.0,80.0,0.0,0.0,0.0,8.28,1.6,31500.0,8.8,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,0.0,0.0,0.0
Tsavo,Kenya,OCGT,HFO,1,2001,2031,30.0,74.0,0.0,0.0,0.0,9.07,0.07,31500.0,8.7,0.0,0.0,0.0,0.0,0.0,0.1,,,,,,,,,0.0,,0.0,0.0,0.0
Kindaruma,Kenya,ROR,Water,1,1968,2045,50.0,71.0,0.0,0.0,0.0,0.0,3.45,27400.0,0.5,0.0,0.0,1.0,1.0,0.0,0.35,,,,,,,,,0.0,,0.0,0.05,0.0
Orpower_4_(I),Kenya,Geothermal,Geothermal,1,2000,2030,30.0,64.0,0.0,0.0,0.0,0.0,,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,0.0,0.0,0.0
Kipevu_I_Diesel,Kenya,ICE,HFO,1,1999,2045,30.0,60.0,0.0,0.0,0.0,8.9,1.6,31500.0,8.8,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,0.0,0.0,0.0
Sondu,Kenya,ROR,Water,1,2008,2045,50.0,60.0,0.0,0.0,0.0,0.0,3.43,27400.0,0.5,0.0,0.0,1.0,1.0,0.0,0.35,,,,,,,,,0.0,,0.0,0.0,0.0
Muhoroni,Kenya,ICE,HFO,1,2016,2046,30.0,56.0,0.0,0.0,0.0,11.49,1.24,21000.0,13.0,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,0.0,0.0,0.0
Biomass_2024,Kenya,BiomassPlant,Biomass,3,2051,2081,30.0,90.0,0.0,90.0,0.0,12.5,1.5,100000.0,2.5,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,90.0,0.0,0.0
Biomass_2025,Kenya,BiomassPlant,Biomass,3,2051,2081,30.0,80.0,0.0,80.0,0.0,12.5,1.5,100000.0,2.5,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,80.0,0.0,0.0
Cummins_Cogeneration_Kenya_Limited,Kenya,BiomassPlant,Biomass,3,2027,2057,30.0,1931.0,0.0,38.62,0.0,12.5,1.5,100000.0,2.5,0.0,0.0,1.0,1.0,0.0,0.05,,,,,,,,,0.0,,1931.0,0.0,0.0
Generic_Biomass,Kenya,BiomassPlant,Biomass,3,2051,2081,30.0,1931.0,0.0,38.62,0.0,12.5,1.5,100000.0,2.5,0.0,0.0,1.0,1.0,0.0,0.05,,,,,,,,,0.0,,1931.0,0.0,0.0
Municipal_Waste_to_Energy_,Kenya,BiomassPlant,Biomass,3,2030,2060,30.0,38.0,0.0,38.2,0.0,12.5,1.5,100000.0,2.5,0.0,0.0,1.0,1.0,0.0,0.05,,,,,,,,,0.0,,38.2,0.0,0.0
Roadtech_Solutions,Kenya,BiomassPlant,Biomass,3,2025,2055,30.0,10.0,0.0,10.0,0.0,12.5,1.5,100000.0,2.5,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,10.0,0.0,0.0
Small_Biomass_Thika_Way,Kenya,BiomassPlant,Biomass,3,2023,2053,30.0,20.0,0.0,19.65,0.0,12.5,1.5,100000.0,2.5,0.0,0.0,1.0,1.0,0.0,0.05,,,,,,,,,0.0,,19.65,0.0,0.0
Tana_Biomass_Limited_Biogas,Kenya,BiomassPlant,Biomass,3,2031,2061,30.0,20.0,0.0,20.0,0.0,12.5,1.5,100000.0,2.5,0.0,0.0,1.0,1.0,0.0,0.05,,,,,,,,,0.0,,20.0,0.0,0.0
Dongo_Kundu,Kenya,CCGT,Gas,3,2028,2058,30.0,785.0,0.0,785.0,0.0,6.48,1.35,32500.0,13.4,0.0,0.15,0.0,0.0,0.0,0.1,,,,,,,,,0.0,,785.0,0.05,0.0
Generic_GENC_Natural_Gas_-_CCGT,Kenya,CCGT,Gas,3,2028,2058,30.0,10000.0,0.0,1000.0,0.0,6.48,0.9,30000.0,2.0,0.0,0.15,1.0,1.0,0.0,0.1,,,,,,,,,0.0,,10000.0,0.0,0.0
Wajir,Kenya,CCGT,Gas,3,2060,2090,30.0,698.0,0.0,698.0,0.0,6.71,0.91,30000.0,14.8,0.0,0.15,0.0,0.0,0.0,0.1,,,,,,,,,0.0,,698.0,0.0,0.0
CCGT_GENC_CCS,Kenya,CCGT_CCS,Gas,3,2035,2060,30.0,10000.0,0.0,1000.0,0.0,7.7,2.6,80000.0,21.75,0.0,0.15,1.0,1.0,0.0,0.1,,,,,,,,,0.0,,10000.0,0.0,0.0
Kitui,Kenya,ST,Coal,3,2027,2057,30.0,960.0,0.0,960.0,0.0,9.64,2.39,69000.0,2.0,0.0,0.1,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,960.0,0.0,0.0
Lamu_Coal_Power_Station,Kenya,ST,Coal,3,2027,2057,30.0,981.0,0.0,981.0,0.0,8.7,2.48,66000.0,2.0,0.0,0.1,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,981.0,0.0,0.0
AGIL_Longonot_Stage_1,Kenya,Geothermal,Geothermal,3,2022,2052,30.0,35.0,0.0,35.0,0.0,0.0,3.59,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,35.0,0.0,0.0
AGIL_Longonot_Stage_2,Kenya,Geothermal,Geothermal,3,2023,2053,30.0,35.0,0.0,35.0,0.0,0.0,3.59,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,35.0,0.5,0.0
AGIL_Longonot_Stage_3,Kenya,Geothermal,Geothermal,3,2024,2054,30.0,35.0,0.0,35.0,0.0,0.0,3.59,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,35.0,0.5,0.0
AGIL_Longonot_Stage_4,Kenya,Geothermal,Geothermal,3,2024,2054,30.0,35.0,0.0,35.0,0.0,0.0,3.59,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,35.0,0.25,0.0
Baringo_Silali__-_Korosi_I,Kenya,Geothermal,Geothermal,3,2026,2056,30.0,100.0,0.0,100.0,0.0,0.0,2.1,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,100.0,0.05,0.0
Baringo_Silali__-_Paka_I,Kenya,Geothermal,Geothermal,3,2026,2056,30.0,100.0,0.0,100.0,0.0,0.0,2.1,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,100.0,0.0,0.0
Baringo_Silali__-_Silali_I,Kenya,Geothermal,Geothermal,3,2027,2057,30.0,100.0,0.0,100.0,0.0,0.0,2.1,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,100.0,0.0,0.0
Eburru_2,Kenya,Geothermal,Geothermal,3,2025,2055,30.0,25.0,0.0,25.0,0.0,0.0,3.91,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,25.0,0.0,0.0
Generic_GENC_Geothermal,Kenya,Geothermal,Geothermal,3,2029,2059,,6771.0,,1000.0,,,,,0.05,,,,,,,,,,,,,,,,,6771.0,,
Marine_Power_Akiira___Stage_1,Kenya,Geothermal,Geothermal,3,2029,2059,30.0,70.0,0.0,70.0,0.0,0.0,3.59,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,70.0,0.0,0.0
Marine_Power_Akiira_Stage_2,Kenya,Geothermal,Geothermal,3,2038,2068,30.0,70.0,0.0,70.0,0.0,0.0,3.65,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,70.0,0.0,0.0
Menengai_I_,Kenya,Geothermal,Geothermal,3,2060,2090,30.0,103.0,0.0,103.0,0.0,0.0,3.44,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,103.0,0.0,0.0
Menengai_I_Phase_I_Stage_I_-_Orpower22,Kenya,Geothermal,Geothermal,3,2028,2058,30.0,35.0,0.0,35.0,0.0,0.0,2.26,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,35.0,0.0,0.0
Menengai_III_,Kenya,Geothermal,Geothermal,3,2029,2059,30.0,100.0,0.0,100.0,0.0,0.0,3.44,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,100.0,0.0,0.0
Menengai_Istage2,Kenya,Geothermal,Geothermal,3,2029,2059,30.0,60.0,0.0,60.0,0.0,0.0,3.44,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,60.0,0.0,0.0
Menengai_IV_-_Stage_3,Kenya,Geothermal,Geothermal,3,2060,2090,30.0,100.0,0.0,100.0,0.0,0.0,3.44,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,100.0,0.0,0.0
MenengaiV,Kenya,Geothermal,Geothermal,3,2031,2061,30.0,100.0,0.0,100.0,0.0,0.0,3.43,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,100.0,0.0,0.0
Olkaria_7,Kenya,Geothermal,Geothermal,3,2024,2054,30.0,140.0,0.0,140.0,0.0,0.0,2.1,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,140.0,0.0,0.0
Olkaria_8,Kenya,Geothermal,Geothermal,3,2026,2056,30.0,140.0,0.0,140.0,0.0,0.0,2.1,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,140.0,0.0,0.0
Olkaria_9_&_other_fields,Kenya,Geothermal,Geothermal,3,2027,2057,30.0,140.0,0.0,140.0,0.0,0.0,2.1,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,140.0,0.0,0.0
Olkaria_Brine,Kenya,Geothermal,Geothermal,3,2024,2054,30.0,100.0,0.0,100.0,0.0,0.0,2.1,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,100.0,0.0,0.0
Olkaria_III_units_1-9,Kenya,Geothermal,Geothermal,3,2060,2090,30.0,110.0,0.0,110.0,0.0,0.0,2.1,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,110.0,0.0,0.0
Olkaria_Topping,Kenya,Geothermal,Geothermal,3,2025,2055,30.0,40.0,0.0,40.0,0.0,0.0,2.1,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,40.0,0.0,0.0
Olkaria_VI,Kenya,Geothermal,Geothermal,3,2024,2054,30.0,140.0,0.0,140.0,0.0,0.0,2.1,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,140.0,0.0,0.0
Olsuswa_Unit_1,Kenya,Geothermal,Geothermal,3,2024,2054,30.0,100.0,0.0,100.0,0.0,0.0,3.59,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,100.0,0.0,0.0
Suswa_I,Kenya,Geothermal,Geothermal,3,2026,2056,30.0,100.0,0.0,100.0,0.0,0.0,3.59,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,100.0,0.0,0.0
Suswa_II,Kenya,Geothermal,Geothermal,3,2030,2060,30.0,100.0,0.0,100.0,0.0,0.0,3.43,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,100.0,0.0,0.0
Suswa_III,Kenya,Geothermal,Geothermal,3,2034,2064,30.0,100.0,0.0,100.0,0.0,0.0,2.39,100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,,,,,,,,,0.0,,100.0,0.0,0.0
Embakasi,Kenya,OCGT,HFO,3,2060,2090,30.0,27.0,0.0,27.0,0.0,11.49,1.24,20900.0,12.5,0.0,0.0,0.0,0.0,0.0,0.1,,,,,,,,,0.0,,27.0,0.0,0.0
Generic_GENC_Natural_Gas_-_OGCT,Kenya,OCGT,Gas,3,2028,2058,30.0,10000.0,0.0,1000.0,0.0,9.0,0.8,20000.0,4.0,0.0,0.0,1.0,1.0,0.0,0.2,,,,,,,,,0.0,,10000.0,0.0,0.0
Generic_LNG_Gas_Turbine,Kenya,OCGT,Gas,3,2028,2058,30.0,10000.0,0.0,1000.0,0.0,6.48,0.86,20900.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,,,,,,,,,0.0,,10000.0,0.0,0.0
LNG_Gas_Turbine,Kenya,OCGT,Gas,3,2028,2058,30.0,200.0,0.0,200.0,0.0,6.48,0.86,20900.0,11.0,0.0,0.0,0.0,0.0,0.0,0.2,,,,,,,,,0.0,,200.0,0.0,0.0
GenericHFO,Kenya,ICE,HFO,3,2027,2057,30.0,10000.0,0.0,1000.0,0.0,9.9,0.8,20000.0,4.4,0.0,0.0,1.0,1.0,0.0,0.05,,,,,,,,,0.0,,10000.0,0.0,0.0
Nuclear_Kenya,Kenya,Nuclear,Uranium,3,2035,2085,50.0,1200.0,0.0,1200.0,0.0,12.5,4.0,150000.0,3.5,0.0,0.3,0.8,0.8,0.0,0.05,,,,,,,,,0.0,,1200.0,0.0,0.0
OCGT_GENC_CCS,Kenya,OCGT_CCS,Gas,3,2035,2060,30.0,10000.0,0.0,1000.0,0.0,9.8,2.3,55000.0,34.05,0.0,0.0,1.0,1.0,0.0,0.2,,,,,,,,,0.0,,10000.0,0.05,0.0
Greenmillenia_Energy_Ltd,Kenya,PV,Solar,3,2026,2051,,40.0,,40.0,,,,,,,,,,,,,,,,,,,,,,40.0,,
Hanan_Arya_Energy,Kenya,PV,Solar,3,2023,2048,,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,,10.0,,
Kenergy,Kenya,PV,Solar,3,2023,2048,,40.0,,40.0,,,,,,,,,,,,,,,,,,,,,,40.0,,
Kopere_Solar_Park,Kenya,PV,Solar,3,2023,2048,,40.0,,40.0,,,,,,,,,,,,,,,,,,,,,,40.0,,
Makindu-_Rareh_(Dafre),Kenya,PV,Solar,3,2024,2049,,30.0,,30.0,,,,,,,,,,,,,,,,,,,,,,30.0,,
SevenForksSolarPower,Kenya,PV,Solar,3,2025,2055,,43.0,,42.5,,,,,,,,,,,,,,,,,,,,,,42.5,,
Sunpower_Kenya_(Makindu-Kibwezi_I),Kenya,PV,Solar,3,2026,2051,,40.0,,40.0,,,,,,,,,,,,,,,,,,,,,,40.0,,
Generic_Small_Hydro,Kenya,ROR,Water,3,2027,2077,50.0,11.0,0.0,11.0,0.0,0.0,3.28,40000.0,0.5,0.0,0.0,1.0,1.0,0.0,0.4,,,,,,,,,0.0,,11.0,0.05,0.0
Gitaru_Rehab,Kenya,ROR,Water,3,2050,2060,50.0,216.0,0.0,216.0,0.0,0.0,0.11,27400.0,0.5,0.0,0.0,1.0,1.0,0.0,0.4,,,,,,,,,0.0,,216.0,0.05,0.0
Kamburu_Rehab,Kenya,ROR,Water,3,2040,2060,50.0,90.0,0.0,90.0,0.0,0.0,1.13,27400.0,0.5,0.0,0.0,1.0,1.0,0.0,0.4,,,,,,,,,0.0,,90.0,0.05,0.0
